freq,wstatus,age,sex,unit,geo\TIME_PERIOD	1991 
A,ACT,TOTAL,F,PER,AT	1525367 
A,ACT,TOTAL,F,PER,CH	1439713 
A,ACT,TOTAL,F,PER,DK	1346256 
A,ACT,TOTAL,F,PER,EL	1235487 
A,ACT,TOTAL,F,PER,ES	4767029 
A,ACT,TOTAL,F,PER,FI	1188263 
A,ACT,TOTAL,F,PER,FR	11056532 
A,ACT,TOTAL,F,PER,FR9	271415 
A,ACT,TOTAL,F,PER,IE	471670 
A,ACT,TOTAL,F,PER,IT	8808966 
A,ACT,TOTAL,F,PER,LU	60988 
A,ACT,TOTAL,F,PER,NL	2814000 
A,ACT,TOTAL,F,PER,NO	856696 
A,ACT,TOTAL,F,PER,PT	1812300 
A,ACT,TOTAL,F,PER,UK	11712461 
A,ACT,TOTAL,M,PER,AT	2158915 
A,ACT,TOTAL,M,PER,CH	2216776 
A,ACT,TOTAL,M,PER,DK	1557127 
A,ACT,TOTAL,M,PER,EL	2650670 
A,ACT,TOTAL,M,PER,ES	9747179 
A,ACT,TOTAL,M,PER,FI	1284980 
A,ACT,TOTAL,M,PER,FR	14230179 
A,ACT,TOTAL,M,PER,FR9	348329 
A,ACT,TOTAL,M,PER,IE	911200 
A,ACT,TOTAL,M,PER,IT	15126485 
A,ACT,TOTAL,M,PER,LU	106257 
A,ACT,TOTAL,M,PER,NL	4262000 
A,ACT,TOTAL,M,PER,NO	1053850 
A,ACT,TOTAL,M,PER,PT	2583390 
A,ACT,TOTAL,M,PER,UK	15746361 
A,ACT,TOTAL,T,PER,AT	3684282 
A,ACT,TOTAL,T,PER,CH	3656489 
A,ACT,TOTAL,T,PER,DK	2903383 
A,ACT,TOTAL,T,PER,EL	3886157 
A,ACT,TOTAL,T,PER,ES	14514208 
A,ACT,TOTAL,T,PER,FI	2473243 
A,ACT,TOTAL,T,PER,FR	25286711 
A,ACT,TOTAL,T,PER,FR9	619744 
A,ACT,TOTAL,T,PER,IE	1382870 
A,ACT,TOTAL,T,PER,IT	23935451 
A,ACT,TOTAL,T,PER,LU	167245 
A,ACT,TOTAL,T,PER,NL	7076000 
A,ACT,TOTAL,T,PER,NO	1910546 
A,ACT,TOTAL,T,PER,PT	4395690 
A,ACT,TOTAL,T,PER,UK	27458822 
A,ACT,UNK,F,PER,LU	742 
A,ACT,UNK,M,PER,LU	1176 
A,ACT,UNK,T,PER,LU	1918 
A,ACT,Y15-19,F,PER,AT	114743 
A,ACT,Y15-19,F,PER,CH	100884 
A,ACT,Y15-19,F,PER,DK	101852 
A,ACT,Y15-19,F,PER,EL	64850 
A,ACT,Y15-19,F,PER,FI	39388 
A,ACT,Y15-19,F,PER,FR	185651 
A,ACT,Y15-19,F,PER,FR9	9507 
A,ACT,Y15-19,F,PER,IE	38456 
A,ACT,Y15-19,F,PER,IT	633498 
